issue,game,platform,reviewer,year,month,average_score,scores
70,Panic Bomber,NeoGeo,Ed Semrad 7 Danyon Carpenter 6.5 Al Manuel 7 Sushi-X 7.5,1995,5,7,"[7.0, 6.5, 7.0, 7.5]"
70,Prehistorik Man,Super Nintendo,Ed Semrad 9 Danyon Carpenter 9 Al Manuel 8.5 Sushi-X 9,1995,5,8.875,"[9.0, 9.0, 8.5, 9.0]"
70,Quarantine,3DO,Ed Semrad 7 Danyon Carpenter 6 Al Manuel 4.5 Sushi-X 5.5,1995,5,5.75,"[7.0, 6.0, 4.5, 5.5]"
70,Rise of the Robots,3DO,Ed Semrad 3.5 Danyon Carpenter 3.5 Al Manuel 3 Sushi-X 4,1995,5,3.5,"[3.5, 3.5, 3.0, 4.0]"
70,Seal of the Pharaoh,3DO,Ed Semrad 4 Danyon Carpenter 5 Al Manuel 5 Sushi-X 5,1995,5,4.75,"[4.0, 5.0, 5.0, 5.0]"
70,Skeleton Krew,Genesis,Ed Semrad 8 Danyon Carpenter 7 Al Manuel 6.5 Sushi-X 7,1995,5,7.125,"[8.0, 7.0, 6.5, 7.0]"
70,Slam City with Scottie Pippen,32X,Dindo Perez 5 Todd Mowatt 6,1995,5,5.5,"[5.0, 6.0]"
70,Spider-Man (1995),Genesis,Ed Semrad 5 Danyon Carpenter 4 Al Manuel 4 Sushi-X 4,1995,5,4.25,"[5.0, 4.0, 4.0, 4.0]"
70,Sporting All-Star Baseball,Super Nintendo,Dindo Perez 7 Todd Mowatt 6,1995,5,6.5,"[7.0, 6.0]"
70,Stargate (1995),Genesis,Ed Semrad 4.5 Danyon Carpenter 3.5 Al Manuel 3.5 Sushi-X 4,1995,5,3.875,"[4.5, 3.5, 3.5, 4.0]"
70,The Next Glory: Super Sidekicks 3,NeoGeo,Dindo Perez 8 Todd Mowatt 8,1995,5,8,"[8.0, 8.0]"
70,Toughman Contest,Genesis,Dindo Perez 8 Todd Mowatt 8,1995,5,8,"[8.0, 8.0]"
70,Zed Blade,NeoGeo,Ed Semrad 7 Danyon Carpenter 5 Al Manuel 5.5 Sushi-X 7.5,1995,5,6.25,"[7.0, 5.0, 5.5, 7.5]"
71,Air Cavalry,Super Nintendo,Ed Semrad 7 Danyon Carpenter 6 Al Manuel 5.5 Sushi-X 5,1995,6,5.875,"[7.0, 6.0, 5.5, 5.0]"
71,Cheese Cat-astrophe Starring Speedy Gonzales,Game Gear,Ed Semrad 6.5 Danyon Carpenter 5.5 Al Manuel 4.5 Sushi-X 5.5,1995,6,5.5,"[6.5, 5.5, 4.5, 5.5]"
71,Fatal Fury 3,NeoGeo,Ed Semrad 7 Danyon Carpenter 7 Al Manuel 8 Sushi-X 8.5,1995,6,7.625,"[7.0, 7.0, 8.0, 8.5]"
71,Gex,3DO,Ed Semrad 9 Danyon Carpenter 8.5 Al Manuel 8 Sushi-X 9,1995,6,8.625,"[9.0, 8.5, 8.0, 9.0]"
71,Iron Angel of the Apocalypse,3DO,Ed Semrad 4.5 Danyon Carpenter 4.5 Al Manuel 4 Sushi-X 4,1995,6,4.25,"[4.5, 4.5, 4.0, 4.0]"
71,Justice League Task Force,Genesis,Ed Semrad 7 Danyon Carpenter 5.5 Al Manuel 4 Sushi-X 7,1995,6,5.875,"[7.0, 5.5, 4.0, 7.0]"
71,Myst,3DO,Ed Semrad 6.5 Danyon Carpenter 7 Al Manuel 4.5 Sushi-X 5,1995,6,5.75,"[6.5, 7.0, 4.5, 5.0]"
71,NBA Action ’95,Genesis,Todd Mowatt 7 Dindo Perez 5,1995,6,6,"[7.0, 5.0]"
71,Phantom 2040,Super Nintendo,Ed Semrad 8.5 Danyon Carpenter 7 Al Manuel 8 Sushi-X 6,1995,6,7.375,"[8.5, 7.0, 8.0, 6.0]"
71,Samurai Shodown,Sega CD,Ed Semrad 8 Danyon Carpenter 7 Al Manuel 7 Sushi-X 8,1995,6,7.5,"[8.0, 7.0, 7.0, 8.0]"
71,Shadow Squadron,32X,Ed Semrad 5.5 Danyon Carpenter 5 Al Manuel 5 Sushi-X 5,1995,6,5.125,"[5.5, 5.0, 5.0, 5.0]"
71,Supreme Warrior,32X,Ed Semrad 5.5 Danyon Carpenter 5 Al Manuel 5 Sushi-X 6,1995,6,5.375,"[5.5, 5.0, 5.0, 6.0]"
71,Surgical Strike,Sega CD,Ed Semrad 7.5 Danyon Carpenter 7.5 Al Manuel 4.5 Sushi-X 4.5,1995,6,6,"[7.5, 7.5, 4.5, 4.5]"
71,Toughman Contest,32X,Todd Mowatt 8 Dindo Perez 7.5,1995,6,7.75,"[8.0, 7.5]"
71,True Golf Classics: Wicked 18,3DO,Todd Mowatt 6 Dindo Perez 5.5,1995,6,5.75,"[6.0, 5.5]"
71,Wayne Gretzky and the NHLPA All-Stars,Genesis,Todd Mowatt 7.5 Dindo Perez 7,1995,6,7.25,"[7.5, 7.0]"
71,World Heroes 2 Jet,Game Boy,Ed Semrad 8.5 Danyon Carpenter 8 Al Manuel 7 Sushi-X 8,1995,6,7.875,"[8.5, 8.0, 7.0, 8.0]"
71,Zaxxon’s Motherbase 2000,32X,Ed Semrad 5.5 Danyon Carpenter 5.5 Al Manuel 5 Sushi-X 5.5,1995,6,5.375,"[5.5, 5.5, 5.0, 5.5]"
72,Clockwork Knight,Saturn,Ed Semrad 8 Danyon Carpenter 7 Al Manuel 6.5 Sushi-X 6.5,1995,7,7,"[8.0, 7.0, 6.5, 6.5]"
72,Daytona USA (1994),Saturn,Todd Mowatt 8 Dindo Perez 7.5,1995,7,7.75,"[8.0, 7.5]"
72,Earthworm Jim,Game Gear,Ed Semrad 7 Danyon Carpenter 7 Al Manuel 6 Sushi-X 6,1995,7,6.5,"[7.0, 7.0, 6.0, 6.0]"
72,ExoSquad,Genesis,Ed Semrad 4 Danyon Carpenter 4 Al Manuel 3.5 Sushi-X 3.5,1995,7,3.75,"[4.0, 4.0, 3.5, 3.5]"
72,Judge Dredd,Super Nintendo,Ed Semrad 8 Danyon Carpenter 7.5 Al Manuel 7 Sushi-X 8,1995,7,7.625,"[8.0, 7.5, 7.0, 8.0]"
72,Judge Dredd,Genesis,Ed Semrad 6.5 Danyon Carpenter 7 Al Manuel 6 Sushi-X 7,1995,7,6.625,"[6.5, 7.0, 6.0, 7.0]"
72,Judge Dredd,Game Boy,Ed Semrad 6.5 Danyon Carpenter 6 Al Manuel 4.5 Sushi-X 5.5,1995,7,5.625,"[6.5, 6.0, 4.5, 5.5]"
72,Kirby’s Dream Land 2,Game Boy,Ed Semrad 9 Danyon Carpenter 7.5 Al Manuel 7 Sushi-X 7,1995,7,7.625,"[9.0, 7.5, 7.0, 7.0]"
72,Panzer Dragoon,Saturn,Ed Semrad 9 Danyon Carpenter 8.5 Al Manuel 8.5 Sushi-X 7.5,1995,7,8.375,"[9.0, 8.5, 8.5, 7.5]"
72,Pebble Beach Golf Links,Saturn,Todd Mowatt 7 Dindo Perez 7,1995,7,7,"[7.0, 7.0]"
72,Power Rangers: The Movie,Super Nintendo,Ed Semrad 7.5 Danyon Carpenter 5.5 Al Manuel 5.5 Sushi-X 5,1995,7,5.875,"[7.5, 5.5, 5.5, 5.0]"
72,Secret of the Stars,Super Nintendo,Ed Semrad 8.5 Danyon Carpenter 7 Al Manuel 7 Sushi-X 6.5,1995,7,7.25,"[8.5, 7.0, 7.0, 6.5]"
72,Star Trek: Deep Space Nine – Crossroads of Time,Super Nintendo,Ed Semrad 8 Danyon Carpenter 7 Al Manuel 6.5 Sushi-X 6.5,1995,7,7,"[8.0, 7.0, 6.5, 6.5]"
72,Star Trek: Deep Space Nine – Crossroads of Time,Genesis,Ed Semrad 8 Danyon Carpenter 7 Al Manuel 6.5 Sushi-X 6.5,1995,7,7,"[8.0, 7.0, 6.5, 6.5]"
72,Triple Play 96,Genesis,Todd Mowatt 9 Dindo Perez 8.5,1995,7,8.75,"[9.0, 8.5]"
72,Virtua Fighter,Saturn,Ed Semrad 8 Danyon Carpenter 8.5 Al Manuel 8 Sushi-X 7,1995,7,7.875,"[8.0, 8.5, 8.0, 7.0]"
72,Virtuoso,3DO,Ed Semrad 5 Danyon Carpenter 4 Al Manuel 3 Sushi-X 4,1995,7,4,"[5.0, 4.0, 3.0, 4.0]"
72,Worldwide Soccer: Sega International Victory Goal Edition,Saturn,Todd Mowatt 7.5 Dindo Perez 9,1995,7,8.25,"[7.5, 9.0]"
73,Bug!,Saturn,Ed Semrad 8.5 Danyon Carpenter 8 Al Manuel 7 Sushi-X 8,1995,8,7.875,"[8.5, 8.0, 7.0, 8.0]"
73,Chrono Trigger,Super Nintendo,Ed Semrad 9 Danyon Carpenter 9.5 Al Manuel 9.5 Sushi-X 9,1995,8,9.25,"[9.0, 9.5, 9.5, 9.0]"
73,Comix Zone,Genesis,Ed Semrad 8.5 Danyon Carpenter 8 Al Manuel 7 Sushi-X 8,1995,8,7.875,"[8.5, 8.0, 7.0, 8.0]"
73,Eternal Champions: Challenge from the Dark Side,Sega CD,Ed Semrad 7.5 Danyon Carpenter 6 Al Manuel 6 Sushi-X 5,1995,8,6.125,"[7.5, 6.0, 6.0, 5.0]"
73,Full Throttle,PC,EGM Staff,1995,8,,[]
73,Hell: A Cyberpunk Thriller,3DO,Ed Semrad 8.5 Danyon Carpenter 7.5 Al Manuel 6 Sushi-X 6.5,1995,8,7.125,"[8.5, 7.5, 6.0, 6.5]"
73,Jungle Strike,Game Boy,Ed Semrad 5 Danyon Carpenter 6 Al Manuel 4 Sushi-X 4.5,1995,8,4.875,"[5.0, 6.0, 4.0, 4.5]"
73,King Arthur & the Knights of Justice,Super Nintendo,Ed Semrad 7 Danyon Carpenter 6 Al Manuel 4.5 Sushi-X 5,1995,8,5.625,"[7.0, 6.0, 4.5, 5.0]"
73,NBA Jam: Tournament Edition,32X,Todd Mowatt 8.5 Dindo Perez 8,1995,8,8.25,"[8.5, 8.0]"
73,Ninja Gaiden Trilogy,Super Nintendo,Ed Semrad 8.5 Danyon Carpenter 6.5 Al Manuel 6 Sushi-X 6.5,1995,8,6.875,"[8.5, 6.5, 6.0, 6.5]"
73,Nosferatu,Super Nintendo,Ed Semrad 7 Danyon Carpenter 6.5 Al Manuel 6.5 Sushi-X 7,1995,8,6.75,"[7.0, 6.5, 6.5, 7.0]"
73,R.B.I. Baseball ’95,32X,Todd Mowatt 5.5 Dindo Perez 6,1995,8,5.75,"[5.5, 6.0]"
73,Samurai Shodown,Sega CD,Ed Semrad 8 Danyon Carpenter 7.5 Al Manuel 6.5 Sushi-X 7,1995,8,7.25,"[8.0, 7.5, 6.5, 7.0]"
73,Slam ‘n Jam ’95,3DO,Todd Mowatt 8 Dindo Perez 8.5,1995,8,8.25,"[8.0, 8.5]"
73,The Adventures of Batman & Robin (Game Gear),Game Gear,Ed Semrad 7.5 Danyon Carpenter 7 Al Manuel 6 Sushi-X 5,1995,8,6.375,"[7.5, 7.0, 6.0, 5.0]"
73,The Adventures of Batman & Robin (Genesis),Genesis,Ed Semrad 7.5 Danyon Carpenter 7 Al Manuel 6.5 Sushi-X 6.5,1995,8,6.875,"[7.5, 7.0, 6.5, 6.5]"
73,Wing Commander III: Heart of the Tiger,3DO,Ed Semrad 6.5 Danyon Carpenter 8 Al Manuel 7 Sushi-X 8.5,1995,8,7.5,"[6.5, 8.0, 7.0, 8.5]"
73,World Heroes Perfect,NeoGeo,Ed Semrad 9 Danyon Carpenter 8.5 Al Manuel 8 Sushi-X 8.5,1995,8,8.5,"[9.0, 8.5, 8.0, 8.5]"
73,WWF Raw (1994),32X,Todd Mowatt 6 Dindo Perez 5.5,1995,8,5.75,"[6.0, 5.5]"
74,Battle Arena Toshinden,PlayStation,Danyon Carpenter 8.5 Al Manuel 7.5 Andrew Baran 8 Sushi-X 8.5,1995,9,8.125,"[8.5, 7.5, 8.0, 8.5]"
74,College Football USA 96,Genesis,Todd Mowatt 8.5 Dindo Perez 8,1995,9,8.25,"[8.5, 8.0]"
74,Doom,Super Nintendo,Danyon Carpenter 6 Al Manuel 5.5 Andrew Baran 5 Sushi-X 5,1995,9,5.375,"[6.0, 5.5, 5.0, 5.0]"
74,Flip Out,Jaguar,Danyon Carpenter 6.5 Al Manuel 3.5 Andrew Baran 6 Sushi-X 4.5,1995,9,5.125,"[6.5, 3.5, 6.0, 4.5]"
74,Head-On Soccer,Super Nintendo,Todd Mowatt 8.5 Dindo Perez 8,1995,9,8.25,"[8.5, 8.0]"
74,Ice Breaker,3DO,Danyon Carpenter 4.5 Al Manuel 4 Andrew Baran 4 Sushi-X 4,1995,9,4.125,"[4.5, 4.0, 4.0, 4.0]"
74,MechWarrior 2: 31st Century Combat,PC,Mark LeFebvre 8.9,1995,9,8.9,[8.9]
74,Mega Man 7,Super Nintendo,Danyon Carpenter 7 Al Manuel 7 Andrew Baran 7 Sushi-X 8.5,1995,9,7.375,"[7.0, 7.0, 7.0, 8.5]"
74,Rayman,Jaguar,Danyon Carpenter 8.5 Al Manuel 8.5 Andrew Baran 8 Sushi-X 8,1995,9,8.25,"[8.5, 8.5, 8.0, 8.0]"
74,Rayman,PlayStation,Danyon Carpenter 9 Al Manuel 7.5 Andrew Baran 9 Sushi-X 9,1995,9,8.625,"[9.0, 7.5, 9.0, 9.0]"
74,Ridge Racer,PlayStation,Todd Mowatt 9 Dindo Perez 8.5,1995,9,8.75,"[9.0, 8.5]"
74,Shinobi Legions,Saturn,Danyon Carpenter 8.5 Al Manuel 7.5 Andrew Baran 8 Sushi-X 8,1995,9,8,"[8.5, 7.5, 8.0, 8.0]"
74,Strahl,3DO,Danyon Carpenter 7 Al Manuel 6 Andrew Baran 6 Sushi-X 5.5,1995,9,6.125,"[7.0, 6.0, 6.0, 5.5]"
74,Super Burnout,Jaguar,Todd Mowatt 5 Dindo Perez 4.5,1995,9,4.75,"[5.0, 4.5]"
74,The Adventures of Batman & Robin (Sega CD),Sega CD,Danyon Carpenter 6.5 Al Manuel 5 Andrew Baran 8 Sushi-X 6.5,1995,9,6.5,"[6.5, 5.0, 8.0, 6.5]"
74,The Ooze,Genesis,Danyon Carpenter 4.5 Al Manuel 3.5 Andrew Baran 3 Sushi-X 4.5,1995,9,3.875,"[4.5, 3.5, 3.0, 4.5]"
74,The Raiden Project,PlayStation,Danyon Carpenter 8 Al Manuel 8.5 Andrew Baran 9 Sushi-X 8,1995,9,8.375,"[8.0, 8.5, 9.0, 8.0]"
74,WeaponLord,Genesis,Danyon Carpenter 6.5 Al Manuel 4 Andrew Baran 5 Sushi-X 7,1995,9,5.625,"[6.5, 4.0, 5.0, 7.0]"
74,Wild Woody,Sega CD,Danyon Carpenter 6 Al Manuel 6 Andrew Baran 6.5 Sushi-X 4,1995,9,5.625,"[6.0, 6.0, 6.5, 4.0]"
75,Apache,PC,Mark LeFebvre 8.8,1995,10,8.8,[8.8]
75,Castlevania: Dracula X,Super Nintendo,Danyon Carpenter 7 Al Manuel 6.5 Andrew Baran 6.5 Sushi-X 7,1995,10,6.75,"[7.0, 6.5, 6.5, 7.0]"
75,Galactic Pinball,Virtual Boy,Danyon Carpenter 7 Al Manuel 5 Andrew Baran 7.5 Sushi-X 5.5,1995,10,6.25,"[7.0, 5.0, 7.5, 5.5]"
75,Hi-Octane,PC,Mark LeFebvre 8.2,1995,10,8.2,[8.2]
75,Kawasaki Superbike Challenge,Super Nintendo,Todd Mowatt 6.5 Dindo Perez 5,1995,10,5.75,"[6.5, 5.0]"
75,Kileak: The DNA Imperative,PlayStation,Danyon Carpenter 7 Al Manuel 5.5 Andrew Baran 7.5 Sushi-X 7.5,1995,10,6.875,"[7.0, 5.5, 7.5, 7.5]"
75,Lunar: Eternal Blue,Sega CD,Danyon Carpenter 8 Al Manuel 7 Andrew Baran 8 Sushi-X 8,1995,10,7.75,"[8.0, 7.0, 8.0, 8.0]"
75,Mechwarrior 3050,Super Nintendo,Danyon Carpenter 8 Al Manuel 5 Andrew Baran 8.5 Sushi-X 5.5,1995,10,6.75,"[8.0, 5.0, 8.5, 5.5]"
75,Mortal Kombat 3,PlayStation,Danyon Carpenter 9 Al Manuel 8 Andrew Baran 9 Sushi-X 8.5,1995,10,8.625,"[9.0, 8.0, 9.0, 8.5]"
75,NHL 96,Genesis,Todd Mowatt 7.5 Dindo Perez 8,1995,10,7.75,"[7.5, 8.0]"
75,Panzer General,3DO,Danyon Carpenter 7 Al Manuel 6.5 Andrew Baran 7.5 Sushi-X 6.5,1995,10,6.875,"[7.0, 6.5, 7.5, 6.5]"
75,Pitfall: The Mayan Adventure,32X,Danyon Carpenter 5.5 Al Manuel 7 Andrew Baran 7 Sushi-X 7,1995,10,6.625,"[5.5, 7.0, 7.0, 7.0]"
75,Red Alarm,Virtual Boy,Danyon Carpenter 7.5 Al Manuel 6 Andrew Baran 7.5 Sushi-X 6,1995,10,6.75,"[7.5, 6.0, 7.5, 6.0]"
75,Robotica,Saturn,Danyon Carpenter 6.5 Al Manuel 7 Andrew Baran 7.5 Sushi-X 7.5,1995,10,7.125,"[6.5, 7.0, 7.5, 7.5]"
75,Scooby-Doo Mystery (Genesis),Genesis,Danyon Carpenter 8.5 Al Manuel 6 Andrew Baran 8.5 Sushi-X 7.5,1995,10,7.625,"[8.5, 6.0, 8.5, 7.5]"
75,Space Hulk: Vengeance of the Blood Angels,3DO,Danyon Carpenter 7 Al Manuel 5.5 Andrew Baran 7.5 Sushi-X 6.5,1995,10,6.625,"[7.0, 5.5, 7.5, 6.5]"
75,Time Warner Interactive’s VR Virtua Racing,Saturn,Todd Mowatt 8 Dindo Perez 7,1995,10,7.5,"[8.0, 7.0]"
75,Total Eclipse: Turbo,PlayStation,Danyon Carpenter 6 Al Manuel 6.5 Andrew Baran 3.5 Sushi-X 6,1995,10,5.5,"[6.0, 6.5, 3.5, 6.0]"
75,Virtua Fighter,32X,Danyon Carpenter 8 Al Manuel 6.5 Andrew Baran 8.5 Sushi-X 7.5,1995,10,7.625,"[8.0, 6.5, 8.5, 7.5]"
75,White Men Can’t Jump,Jaguar,Todd Mowatt 5.5 Dindo Perez 4.5,1995,10,5,"[5.5, 4.5]"
76,Batman Forever,Game Gear,Andrew Baran 6 Mark LeFebvre 6.5 Mike Desmond 6.5 Scott Parus 6,1995,11,6.25,"[6.0, 6.5, 6.5, 6.0]"
76,Discworld,PlayStation,Andrew Baran 8.5 Mark LeFebvre 8.5 Mike Desmond 8.5 Scott Parus 8.5,1995,11,8.5,"[8.5, 8.5, 8.5, 8.5]"
76,Earthworm Jim 2,Genesis,Andrew Baran 6.5 Mark LeFebvre 8.5 Mike Desmond 8.5 Scott Parus 8,1995,11,7.875,"[6.5, 8.5, 8.5, 8.0]"
76,Flying Nightmares,3DO,Andrew Baran 6 Mark LeFebvre 5 Mike Desmond 5 Scott Parus 8.5,1995,11,6.125,"[6.0, 5.0, 5.0, 8.5]"
76,Garfield: Caught in the Act,Genesis,Andrew Baran 8 Mark LeFebvre 4 Mike Desmond 6 Scott Parus 6,1995,11,6,"[8.0, 4.0, 6.0, 6.0]"
76,Jim Lee’s WildC.A.T.S: Covert Action Teams,Super Nintendo,Andrew Baran 7 Mark LeFebvre 4.5 Mike Desmond 5.5 Scott Parus 7,1995,11,6,"[7.0, 4.5, 5.5, 7.0]"
76,Jumping Flash!,PlayStation,Andrew Baran 9 Mark LeFebvre 8 Mike Desmond 8.5 Scott Parus 9,1995,11,8.625,"[9.0, 8.0, 8.5, 9.0]"
76,Killer Instinct (1994),Super Nintendo,Andrew Baran 7 Mark LeFebvre 8.5 Mike Desmond 7.5 Scott Parus 8,1995,11,7.75,"[7.0, 8.5, 7.5, 8.0]"
76,Kolibri,32X,Andrew Baran 7.5 Mark LeFebvre 6.5 Mike Desmond 7 Scott Parus 7,1995,11,7,"[7.5, 6.5, 7.0, 7.0]"
76,Lemmings 3D,PlayStation,Andrew Baran 7.5 Mark LeFebvre 8 Mike Desmond 8.5 Scott Parus 8,1995,11,8,"[7.5, 8.0, 8.5, 8.0]"
76,Light Crusader,Genesis,Andrew Baran 8 Mark LeFebvre 6 Mike Desmond 6 Scott Parus 5,1995,11,6.25,"[8.0, 6.0, 6.0, 5.0]"
76,Madden NFL 96,Genesis,Todd Mowatt 9.5 Dindo Perez 9,1995,11,9.25,"[9.5, 9.0]"
76,Mega Max X3,Super Nintendo,Andrew Baran 8 Mark LeFebvre 7.5 Mike Desmond 7 Scott Parus 7,1995,11,7.375,"[8.0, 7.5, 7.0, 7.0]"
76,NBA Jam: Tournament Edition,PlayStation,Todd Mowatt 8.5 Dindo Perez 8,1995,11,8.25,"[8.5, 8.0]"
76,PGA Tour 96,PlayStation,Todd Mowatt 8.5 Dindo Perez 9,1995,11,8.75,"[8.5, 9.0]"
76,Power Rangers: The Movie,Game Boy,Andrew Baran 8 Mark LeFebvre 7.5 Mike Desmond 6 Scott Parus 6,1995,11,6.875,"[8.0, 7.5, 6.0, 6.0]"
76,Prime Time NFL Starring Deion Sanders,Genesis,Todd Mowatt 7.5 Dindo Perez 8.5,1995,11,8,"[7.5, 8.5]"
76,Star Trek: Starfleet Academy – Starship Bridge Simulator,32X,Andrew Baran 7.5 Mark LeFebvre 5.5 Mike Desmond 6.5 Scott Parus 7,1995,11,6.625,"[7.5, 5.5, 6.5, 7.0]"
76,Street Fighter II,Game Boy,Andrew Baran 8 Mark LeFebvre 7.5 Mike Desmond 7 Scott Parus 6.5,1995,11,7.25,"[8.0, 7.5, 7.0, 6.5]"
76,Street Fighter: The Movie,Saturn,Andrew Baran 6.5 Mark LeFebvre 6 Mike Desmond 7 Scott Parus 7,1995,11,6.625,"[6.5, 6.0, 7.0, 7.0]"
76,T-Mek,32X,Andrew Baran 7 Mark LeFebvre 5 Mike Desmond 6 Scott Parus 6.5,1995,11,6.125,"[7.0, 5.0, 6.0, 6.5]"
76,The King of Fighters ’95,NeoGeo,Andrew Baran 8.5 Mark LeFebvre 7.5 Mike Desmond 8 Scott Parus 7.5,1995,11,7.875,"[8.5, 7.5, 8.0, 7.5]"
76,The Mask,Super Nintendo,Andrew Baran 7.5 Mark LeFebvre 6.5 Mike Desmond 6.5 Scott Parus 6.5,1995,11,6.75,"[7.5, 6.5, 6.5, 6.5]"
76,Vectorman,Genesis,Andrew Baran 8.5 Mark LeFebvre 8.5 Mike Desmond 7.5 Scott Parus 8.5,1995,11,8.25,"[8.5, 8.5, 7.5, 8.5]"
76,Zoop,Game Boy,Andrew Baran 4.5 Mark LeFebvre 6 Mike Desmond 6 Scott Parus 7,1995,11,5.875,"[4.5, 6.0, 6.0, 7.0]"
77,Aero Fighters 3,NeoGeo,Andrew Baran 3 Mark LeFebvre 5.5 Mike Desmond 5 Sushi-X 6,1995,12,4.875,"[3.0, 5.5, 5.0, 6.0]"
77,Arcade Classics 4,Game Boy,Andrew Baran 4 Mark LeFebvre 4 Mike Desmond 6.5 Sushi-X 6,1995,12,5.125,"[4.0, 4.0, 6.5, 6.0]"
77,Blue Lightning,Jaguar,Andrew Baran 2 Mark LeFebvre 2 Mike Desmond 2.5 Sushi-X 2.5,1995,12,2.25,"[2.0, 2.0, 2.5, 2.5]"
77,Breath of Fire II,Super Nintendo,Andrew Baran 7.5 Mark LeFebvre 7 Mike Desmond 7.5 Sushi-X 8,1995,12,7.5,"[7.5, 7.0, 7.5, 8.0]"
77,Cannon Fodder,3DO,Andrew Baran 8 Mark LeFebvre 8 Mike Desmond 8 Sushi-X 7.5,1995,12,7.875,"[8.0, 8.0, 8.0, 7.5]"
77,Corpse Killer,Saturn,Andrew Baran 6 Mark LeFebvre 2.5 Mike Desmond 5 Sushi-X 4,1995,12,4.375,"[6.0, 2.5, 5.0, 4.0]"
77,Cutthroat Island,Game Gear,Andrew Baran 8 Mark LeFebvre 6 Mike Desmond 7.5 Sushi-X 8,1995,12,7.375,"[8.0, 6.0, 7.5, 8.0]"
77,Donkey Kong Country 2: Diddy’s Kong Quest,Super Nintendo,Andrew Baran 9 Mark LeFebvre 8.5 Mike Desmond 8.5 Sushi-X 8.5,1995,12,8.625,"[9.0, 8.5, 8.5, 8.5]"
77,Dragon: The Bruce Lee Story,Game Gear,Andrew Baran 6.5 Mark LeFebvre 6.5 Mike Desmond 4.5 Sushi-X 6.5,1995,12,6,"[6.5, 6.5, 4.5, 6.5]"
77,Ghen War,Saturn,Andrew Baran 7 Mark LeFebvre 3.5 Mike Desmond 4 Sushi-X 5,1995,12,4.875,"[7.0, 3.5, 4.0, 5.0]"
77,Lost Eden,3DO,Andrew Baran 9 Mark LeFebvre 6.5 Mike Desmond 7.5 Sushi-X 7.5,1995,12,7.625,"[9.0, 6.5, 7.5, 7.5]"
77,NHL All-Star Hockey,Saturn,Todd Mowatt 7.5 Dindo Perez 7.5,1995,12,7.5,"[7.5, 7.5]"
77,Philosoma,PlayStation,Andrew Baran 8.5 Mark LeFebvre 8 Mike Desmond 8 Sushi-X 8,1995,12,8.125,"[8.5, 8.0, 8.0, 8.0]"
77,Porky Pig’s Haunted Holiday,Super Nintendo,Andrew Baran 8 Mark LeFebvre 5.5 Mike Desmond 7 Sushi-X 6.5,1995,12,6.75,"[8.0, 5.5, 7.0, 6.5]"
77,Quarterback Attack with Mike Ditka,Saturn,Todd Mowatt 7.5 Dindo Perez 7,1995,12,7.25,"[7.5, 7.0]"
77,Secret of Evermore,Super Nintendo,Andrew Baran 8.5 Mark LeFebvre 8.5 Mike Desmond 8.5 Sushi-X 8,1995,12,8.375,"[8.5, 8.5, 8.5, 8.0]"
77,Sonic Drift 2,Game Gear,Andrew Baran 7 Mark LeFebvre 6.5 Mike Desmond 7 Sushi-X 7.5,1995,12,7,"[7.0, 6.5, 7.0, 7.5]"
77,The Daedalus Encounter,3DO,Andrew Baran 6.5 Mark LeFebvre 6.5 Mike Desmond 8 Sushi-X 7,1995,12,7,"[6.5, 6.5, 8.0, 7.0]"
77,Todd McFarlane’s Spawn: The Video Game,Super Nintendo,Andrew Baran 6.5 Mark LeFebvre 6.5 Mike Desmond 6 Sushi-X 5.5,1995,12,6.125,"[6.5, 6.5, 6.0, 5.5]"
77,Twisted Metal,PlayStation,Andrew Baran 9.5 Mark LeFebvre 9 Mike Desmond 9 Sushi-X 9.5,1995,12,9.25,"[9.5, 9.0, 9.0, 9.5]"
77,Venom & Spider-Man: Separation Anxiety,Genesis,Andrew Baran 5.5 Mark LeFebvre 3 Mike Desmond 5 Sushi-X 5.5,1995,12,4.75,"[5.5, 3.0, 5.0, 5.5]"
77,VR Troopers,Genesis,Andrew Baran 5 Mark LeFebvre 4 Mike Desmond 3 Sushi-X 3,1995,12,3.75,"[5.0, 4.0, 3.0, 3.0]"
77,Warhawk (1995),PlayStation,Andrew Baran 9 Mark LeFebvre 9 Mike Desmond 9.5 Sushi-X 9,1995,12,9.125,"[9.0, 9.0, 9.5, 9.0]"
77,Waterworld (Genesis),Genesis,Andrew Baran 4 Mark LeFebvre 5.5 Mike Desmond 3 Sushi-X 3.5,1995,12,4,"[4.0, 5.5, 3.0, 3.5]"
77,Wayne Gretzky and the NHLPA All-Stars,Super Nintendo,Todd Mowatt 7 Dindo Perez 6.5,1995,12,6.75,"[7.0, 6.5]"
77,Wolfenstein 3D,3DO,Andrew Baran 8.5 Mark LeFebvre 8 Mike Desmond 8 Sushi-X 8,1995,12,8.125,"[8.5, 8.0, 8.0, 8.0]"
77,WWF WrestleMania: The Arcade Game,PlayStation,Todd Mowatt 9 Dindo Perez 9,1995,12,9,"[9.0, 9.0]"
78,Captain Quazar,3DO,Andrew Baran 9 Mark LeFebvre 7 Mike Desmond 8.5 Sushi-X 8,1996,1,8.125,"[9.0, 7.0, 8.5, 8.0]"
78,Emmitt Smith Football,Super Nintendo,Todd Mowatt 5.5 Dindo Perez 6,1996,1,5.75,"[5.5, 6.0]"
